UID          PID    PPID  C STIME TTY          TIME CMD
lisa        4600    3566  0 15:59 ?        00:00:21 /snap/firefox/4848/usr/lib/firefox/firefox -contentproc -childID 7 -isForBrowser -prefsLen 34518 -prefMapSize 256581 -jsInitLen 234840 -parentBuildID 20240829143845 -greomni /snap/firefox/4848/usr/lib/firefox/omni.ja -appomni /snap/firefox/4848/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/4848/usr/lib/firefox/browser {7b952be1-cf67-40ba-b090-4a9cbd46c926} 3566 true tab
lisa        4848    3566  0 15:59 ?        00:00:40 /snap/firefox/4848/usr/lib/firefox/firefox -contentproc -childID 10 -isForBrowser -prefsLen 34599 -prefMapSize 256581 -jsInitLen 234840 -parentBuildID 20240829143845 -greomni /snap/firefox/4848/usr/lib/firefox/omni.ja -appomni /snap/firefox/4848/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/4848/usr/lib/firefox/browser {761be64a-10c7-47ab-b953-19a0f287ed74} 3566 true tab
root       11383       2  0 16:01 ?        00:00:00 [kworker/R-xfsal]
root       11384       2  0 16:01 ?        00:00:00 [kworker/R-xfs_m]
root       11387       2  0 16:01 ?        00:00:00 [jfsIO]
root       11388       2  0 16:01 ?        00:00:00 [jfsCommit]
root       11389       2  0 16:01 ?        00:00:00 [jfsCommit]
root       11390       2  0 16:01 ?        00:00:00 [jfsCommit]
root       11391       2  0 16:01 ?        00:00:00 [jfsCommit]
root       11392       2  0 16:01 ?        00:00:00 [jfsCommit]
root       11393       2  0 16:01 ?        00:00:00 [jfsCommit]
root       11394       2  0 16:01 ?        00:00:00 [jfsCommit]
root       11395       2  0 16:01 ?        00:00:00 [jfsCommit]
root       11396       2  0 16:01 ?        00:00:00 [jfsCommit]
root       11397       2  0 16:01 ?        00:00:00 [jfsCommit]
root       11398       2  0 16:01 ?        00:00:00 [jfsCommit]
root       11399       2  0 16:01 ?        00:00:00 [jfsCommit]
root       11400       2  0 16:01 ?        00:00:00 [jfsCommit]
root       11401       2  0 16:01 ?        00:00:00 [jfsCommit]
root       11402       2  0 16:01 ?        00:00:00 [jfsCommit]
root       11403       2  0 16:01 ?        00:00:00 [jfsCommit]
root       11404       2  0 16:01 ?        00:00:00 [jfsCommit]
root       11405       2  0 16:01 ?        00:00:00 [jfsCommit]
root       11406       2  0 16:01 ?        00:00:00 [jfsCommit]
root       11407       2  0 16:01 ?        00:00:00 [jfsCommit]
root       11408       2  0 16:01 ?        00:00:00 [jfsSync]
root       14294       2  0 16:02 ?        00:00:00 [kworker/5:1-mm_percpu_wq]
root       14505       2  0 16:03 ?        00:00:00 [kworker/13:0-rcu_par_gp]
root       15065       2  0 16:03 ?        00:00:00 [psimon]
root       15078       1  0 16:03 ?        00:00:02 /usr/libexec/fwupd/fwupd
root       15124       2  0 16:03 ?        00:00:00 [kworker/11:0]
lisa       15237    2602  3 16:05 ?        00:02:07 /snap/telegram-desktop/6168/usr/bin/telegram-desktop --
root       16215       2  0 16:11 ?        00:00:00 [kworker/6:1-events]
root       16246       2  0 16:12 ?        00:00:00 [kworker/19:2]
root       16247       2  0 16:12 ?        00:00:00 [kworker/1:2-mm_percpu_wq]
root       16444       2  0 16:17 ?        00:00:01 [kworker/u40:0-events_power_efficient]
root       16564       2  0 16:19 ?        00:00:00 [kworker/12:1-rcu_par_gp]
root       16652       2  0 16:20 ?        00:00:00 [kworker/8:1-inet_frag_wq]
root       16730       2  0 16:22 ?        00:00:00 [kworker/0:2-events]
root       17132       2  0 16:34 ?        00:00:00 [kworker/2:0-events]
root       17156       2  0 16:35 ?        00:00:01 [kworker/u40:4-events_unbound]
root       17257       2  0 16:38 ?        00:00:00 [kworker/8:0-events]
root       17363       2  0 16:40 ?        00:00:00 [kworker/4:0-cgroup_destroy]
lisa       17394    2602  1 16:41 ?        00:00:32 /snap/teams-for-linux/671/teams-for-linux --no-sandbox
lisa       17457   17394  0 16:41 ?        00:00:00 /snap/teams-for-linux/671/teams-for-linux --type=zygote --no-zygote-sandbox --no-sandbox
lisa       17458   17394  0 16:41 ?        00:00:00 /snap/teams-for-linux/671/teams-for-linux --type=zygote --no-sandbox
root       17473       2  0 16:41 ?        00:00:00 [kworker/7:2-events]
lisa       17489    2602  0 16:41 ?        00:00:01 /usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.18FGU2 -listenfd 4 -listenfd 5 -displayfd 6 -initfd 7 -byteswappedclients
lisa       17499    2344  0 16:41 ?        00:00:00 /usr/libexec/gsd-xsettings
lisa       17523    2344  0 16:41 ?        00:00:00 /usr/libexec/ibus-x11
lisa       17529    2602  0 16:41 ?        00:00:00 /usr/libexec/mutter-x11-frames
lisa       17570   17394  0 16:41 ?        00:00:12 /snap/teams-for-linux/671/teams-for-linux --type=utility --utility-sub-type=network.mojom.NetworkService --lang=ru --service-sandbox-type=none --no-sandbox --enable-crash-reporter=ce5abe1e-7a18-4776-bd4e-4a65dcee8434,no_channel --user-data-dir=/home/lisa/snap/teams-for-linux/671/.config/teams-for-linux --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,5991099157020243375,4621968088609665207,262144 --enable-features=WebRTCPipeWireCapturer,kWebSQLAccess --disable-features=HardwareMediaKeyHandling,SpareRendererForSitePerProcess --variations-seed-version
lisa       17602   17457  0 16:41 ?        00:00:01 /snap/teams-for-linux/671/teams-for-linux --type=gpu-process --no-sandbox --enable-crash-reporter=ce5abe1e-7a18-4776-bd4e-4a65dcee8434,no_channel --user-data-dir=/home/lisa/snap/teams-for-linux/671/.config/teams-for-linux --gpu-preferences=WAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --use-gl=angle --use-angle=swiftshader-webgl --shared-files --field-trial-handle=3,i,5991099157020243375,4621968088609665207,262144 --enable-features=WebRTCPipeWireCapturer,kWebSQLAccess --disable-features=HardwareMediaKeyHandling,SpareRendererForSitePerProcess --variations-seed-version
lisa       17637   17394  3 16:41 ?        00:00:54 /snap/teams-for-linux/671/teams-for-linux --type=renderer --enable-crash-reporter=ce5abe1e-7a18-4776-bd4e-4a65dcee8434,no_channel --user-data-dir=/home/lisa/snap/teams-for-linux/671/.config/teams-for-linux --app-path=/snap/teams-for-linux/671/resources/app.asar --no-sandbox --no-zygote --no-sandbox --use-fake-ui-for-media-stream --disable-gpu-compositing --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1726577827964773 --launch-time-ticks=2667664144 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,5991099157020243375,4621968088609665207,262144 --enable-features=WebRTCPipeWireCapturer,kWebSQLAccess --disable-features=HardwareMediaKeyHandling,SpareRendererForSitePerProcess --variations-seed-version
lisa       17714   17394  0 16:41 ?        00:00:00 /snap/teams-for-linux/671/teams-for-linux --type=utility --utility-sub-type=audio.mojom.AudioService --lang=ru --service-sandbox-type=none --no-sandbox --enable-crash-reporter=ce5abe1e-7a18-4776-bd4e-4a65dcee8434,no_channel --user-data-dir=/home/lisa/snap/teams-for-linux/671/.config/teams-for-linux --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,5991099157020243375,4621968088609665207,262144 --enable-features=WebRTCPipeWireCapturer,kWebSQLAccess --disable-features=HardwareMediaKeyHandling,SpareRendererForSitePerProcess --variations-seed-version
root       17861       2  0 16:44 ?        00:00:00 [kworker/0:0-ipv6_addrconf]
root       17935       2  0 16:47 ?        00:00:00 [kworker/u40:2-i915]
root       17969       2  0 16:48 ?        00:00:00 [kworker/9:2-events]
root       18119       2  0 16:53 ?        00:00:00 [kworker/u41:0-rb_allocator]
root       18138       2  0 16:53 ?        00:00:00 [kworker/13:1-events]
root       18141       2  0 16:53 ?        00:00:00 [kworker/9:1-events]
root       18167       2  0 16:54 ?        00:00:00 [kworker/1:0-rcu_gp]
root       18259       2  0 16:55 ?        00:00:00 [kworker/10:1-rcu_par_gp]
root       18544       2  0 16:57 ?        00:00:00 [kworker/4:2-events]
root       18632       2  0 16:57 ?        00:00:00 [kworker/11:2-mm_percpu_wq]
root       18659       2  0 16:57 ?        00:00:00 [kworker/14:1-rcu_par_gp]
root       18665       2  0 16:57 ?        00:00:00 [kworker/15:0-rcu_par_gp]
root       18666       2  0 16:57 ?        00:00:00 [kworker/16:0-rcu_par_gp]
root       18992       2  0 16:57 ?        00:00:00 [kworker/2:1-rcu_par_gp]
root       18993       2  0 16:57 ?        00:00:00 [kworker/7:0-rcu_gp]
root       19134       2  0 16:58 ?        00:00:00 [kworker/18:1-rcu_par_gp]
root       19135       2  0 16:58 ?        00:00:00 [kworker/17:1-rcu_par_gp]
root       19339       2  0 16:58 ?        00:00:00 [kworker/5:2-events]
lisa       19417    3566  0 16:58 ?        00:00:03 /snap/firefox/4848/usr/lib/firefox/firefox -contentproc -childID 41 -isForBrowser -prefsLen 34756 -prefMapSize 256581 -jsInitLen 234840 -parentBuildID 20240829143845 -greomni /snap/firefox/4848/usr/lib/firefox/omni.ja -appomni /snap/firefox/4848/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/4848/usr/lib/firefox/browser {4e53a9bc-8bff-4f46-8079-907f137f7ed9} 3566 true tab
lisa       19475    3566  0 16:58 ?        00:00:00 /snap/firefox/4848/usr/lib/firefox/firefox -contentproc -childID 42 -isForBrowser -prefsLen 34756 -prefMapSize 256581 -jsInitLen 234840 -parentBuildID 20240829143845 -greomni /snap/firefox/4848/usr/lib/firefox/omni.ja -appomni /snap/firefox/4848/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/4848/usr/lib/firefox/browser {ed3d80fd-ddd0-4a61-8936-7f963df553c4} 3566 true tab
root       19527       2  0 16:58 ?        00:00:00 [kworker/3:0]
root       19637       2  0 17:02 ?        00:00:00 [kworker/u41:1-rb_allocator]
root       19736       2  0 17:03 ?        00:00:00 [kworker/4:1-inet_frag_wq]
root       19760       2  0 17:03 ?        00:00:00 [kworker/u40:3-ext4-rsv-conversion]
root       20502       2  0 17:08 ?        00:00:00 [kworker/9:0-events]
root       20523       2  0 17:08 ?        00:00:00 [kworker/0:1-events]
root       20571       2  0 17:08 ?        00:00:00 [kworker/u41:2+i915_flip]
lisa       20572    3566  0 17:08 ?        00:00:00 /snap/firefox/4848/usr/lib/firefox/firefox -contentproc -childID 43 -isForBrowser -prefsLen 34756 -prefMapSize 256581 -jsInitLen 234840 -parentBuildID 20240829143845 -greomni /snap/firefox/4848/usr/lib/firefox/omni.ja -appomni /snap/firefox/4848/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/4848/usr/lib/firefox/browser {9144d280-74b6-47d5-83f2-ee87f69ea788} 3566 true tab
root       20598       2  0 17:08 ?        00:00:00 [kworker/2:2-events]
root       20612       2  0 17:08 ?        00:00:00 [kworker/u41:3-rb_allocator]
lisa       20622    3566  0 17:08 ?        00:00:00 /snap/firefox/4848/usr/lib/firefox/firefox -contentproc -childID 44 -isForBrowser -prefsLen 34756 -prefMapSize 256581 -jsInitLen 234840 -parentBuildID 20240829143845 -greomni /snap/firefox/4848/usr/lib/firefox/omni.ja -appomni /snap/firefox/4848/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/4848/usr/lib/firefox/browser {ed1d16c8-41aa-489d-9567-984af1e83d95} 3566 true tab
root       20656       2  0 17:08 ?        00:00:00 [kworker/13:2-rcu_par_gp]
root       20657       2  0 17:08 ?        00:00:00 [kworker/6:2-events]
root       20666       2  0 17:08 ?        00:00:00 [kworker/15:2-rcu_par_gp]
root       20682       2  0 17:09 ?        00:00:00 [kworker/7:1-events]
lisa       20684    3560  0 17:09 pts/0    00:00:00 ./father
lisa       20685   20684  0 17:09 pts/0    00:00:00 ./son
lisa       20686   20685  0 17:09 pts/0    00:00:00 sh -c -- ps -ef > son_ps.txt
lisa       20687   20686  0 17:09 pts/0    00:00:00 ps -ef
